English,Dutch,I find that sentence funny,Ik vind die zin grappig.
English,Dutch,I think I can learn more without a tutor,Ik denk dat ik meer kan leren zonder bijles.
English,Dutch,that is a cute expression,Dat is een schattige uitdrukking.
English,Dutch,but let me continue,maar laat me verdergaan
Dutch,English,te binnen,within
Dutch,English,binnen.,inside.
Dutch,English,het schoot me niet te binnen.,it didn't occur to me.
English,Dutch,"I was looking for the word, but it didn't come to mind","Ik zocht naar het woord, maar het schoot me niet te binnen."
English,Dutch,"now the word is like this, before the word was different","Nu is het woord zo, vroeger was het woord anders."
English,Dutch,it will also change the way I listen to Dutch,Het zal ook de manier veranderen waarop ik naar Nederlands luister.
English,Dutch,it will be an important concept,Het zal een belangrijk concept zijn.
English,Dutch,I will learn the meanings of the words better,Ik zal de betekenis van de woorden beter leren.
English,Dutch,I think when I listen to these sentences again,"Ik denk dat wanneer ik deze zinnen opnieuw beluister, ik dat zal doen."
English,Dutch,that sentence was almost one hundred percent correct,Die zin was bijna honderd procent correct.
English,Dutch,it is something that I have to practice,Het is iets wat ik moet oefenen.
English,Dutch,but I notice that it is difficult to speak freely in Dutch,Maar ik merk dat het moeilijk is om vrijuit te spreken in het Nederlands.
English,Dutch,"and in our time today, we have the tools to accomplish this",En in onze tijd beschikken we over de middelen om dit te bereiken.
English,Dutch,the way we are doing it is useful,De manier waarop we het doen is nuttig.
English,Dutch,I want to get to a point that I speak long sentences in Dutch easily,Ik wil een punt bereiken waarop ik moeiteloos lange zinnen in het Nederlands kan spreken.
English,Dutch,it is useful that I force myself to build these sentences,Het is nuttig dat ik mezelf dwing om deze zinnen te construeren.
English,Dutch,"you pronounce this word not like this, but like this","Je spreekt dit woord niet zo uit, maar zo:"
English,Dutch,for example,Bijvoorbeeld
English,Dutch,you have to find a way that you choose Dutch words,Je moet een manier vinden om Nederlandse woorden te kiezen.
English,Dutch,"I find when we do this part where I make comments on the text, I learn other aspects of the language","Ik merk dat ik, wanneer ik commentaar geef op de tekst, ook andere aspecten van de taal leer."
English,Dutch,"I want to learn not only Spanish, but also Italian","Ik wil niet alleen Spaans leren, maar ook Italiaans."
English,Dutch,that is fantastic,Dat is fantastisch!
English,Dutch,"ok so, now we can begin reading the text","Oké, nu kunnen we beginnen met het lezen van de tekst."
English,Dutch,you can hear that the two words are pronounced the same way,Je kunt horen dat de twee woorden op dezelfde manier worden uitgesproken.
English,Dutch,I want to read Dutch and insert spontaneous comments.,Ik wil Nederlands lezen en spontaan commentaar toevoegen.
Dutch,English,en bedacht ik hoe nuttig die voor me was.,and I thought how useful it was to me.
Dutch,English,Tijdens het lezen van een artikel kwam ik de zin tegen,While reading an article I came across the phrase
Dutch,English,dat ik ze moet onthouden,that I have to remember them
Dutch,English,maar in werkelijkheid studeer ik in mijn eentje,but in reality I study alone
