English,Italian,the good thing is,La cosa positiva è
English,German,are gradually building,bauen sich allmählich auf
English,Italian,it is right in the middle of the two sounds,si trova proprio nel mezzo dei due suoni
Dutch,English,detail,detail
English,Dutch,often,vaak
English,Dutch,it is only appearance,het is slechts schijn
English,Italian,I didn't want to sleep that long,Non volevo dormire così a lungo
English,Italian,I don't know how it will taste,Non so che sapore avrà
Italian,English,affinché,so that
Italian,English,La frase esprime l'obiettivo o il fine per cui viene prestato il libro.,The sentence expresses the aim or purpose for which the book is being lent.
English,Italian,I don't remember watching this,Non ricordo di averlo visto
Italian,English,mi aveva promesso che mi avrebbe chiamato il giorno dopo,he promised me he would call me the next day
Italian,English,Dimmi cinque esempi di questa regola,Give me five examples of this rule
Italian,English,Sapevo che entro la sera avrei finito il lavoro.,I knew I would have the work done by the evening.
Italian,English,"Devi esprimere un'azione che, nel momento in cui sapevi, doveva ancora accadere","You must express an action that, at the time you knew, had yet to happen."
Italian,English,Si dicono molte bugie in giro.,There are many lies told around.
Italian,English,Non vedo l'ora di andare in vacanza.,I can't wait to go on vacation.
Italian,English,"Qualunque cosa lui dica, non credergli.","Whatever he says, don't believe him."
English,Italian,we only have fifteen minutes,abbiamo solo quindici minuti
English,Italian,my Italian grammar is improving,La mia grammatica italiana sta migliorando
English,Italian,I hope that he doesn't write me,Spero che non mi scriva
English,Italian,"now we have one answer wrong, and three correct",ora abbiamo una risposta sbagliata e tre corrette
English,Italian,what did we learn in this question,Cosa abbiamo imparato da questa domanda?
Italian,English,"Benché fossero molto stanchi, hanno deciso di proseguire il viaggio","Although they were very tired, they decided to continue the journey."
English,Italian,we have a line here,abbiamo una fila qui
English,Italian,I want to copy this,Voglio copiare questo
English,Italian,in the past,in passato
English,Italian,the hint,l'indizio
English,Italian,requires the subjunctive,richiede il congiuntivo
Italian,English,che viene sostituita dalla particella 'ne',which is replaced by the particle 'ne'
English,Italian,that response was correct,quella risposta era corretta
English,Italian,for that reason,per questo motivo
English,Italian,that is correct,è corretto
Italian,English,è avvenuta nel passato,it happened in the past
English,Italian,I think the correct response is,Penso che la risposta corretta sia
Italian,English,si utilizza il congiuntivo,the subjunctive is used
Italian,English,Nelle frasi che definiscono una tipologia di persona ricercata,In sentences that define a type of person sought
English,Italian,a good thing,una cosa buona
Dutch,English,de jeugd,the youth
English,Dutch,in five minutes,over vijf minuten
English,Dutch,I have to fill out a form,Ik moet een formulier invullen.
Dutch,English,formulier,form
Dutch,English,de ergste leugen,the worst lie
Dutch,English,Soms heb ik vermeden ruzie,Sometimes I have avoided arguments
English,Italian,it is only about pronunciation,riguarda solo la pronuncia
Dutch,English,het type,the type
Dutch,English,hij ging met pensioen,he retired
English,Dutch,she has,zij heeft
English,Dutch,I'm considering to go there,Ik overweeg om daarheen te gaan.
Dutch,English,beschouw,consider
Dutch,English,het vereist ook discipline,It also requires discipline.
English,Italian,I wasn't sure,Non ne ero sicuro
Dutch,English,in de gootsteen,in the sink
English,Italian,"to download, to upload, to load","scaricare, caricare, caricare"
Dutch,English,een vage herinnering,a vague memory
Dutch,English,de sieraden zijn handgemaakt,The jewelry is handmade.
Dutch,English,zo vol vreugde ondanks alles,so full of joy despite everything
Dutch,English,een doos vol brieven,a box full of letters
Dutch,English,je weet dat logica erfelijk is,You know that logic is hereditary.
English,Italian,I forgot what I was going to say,Ho dimenticato cosa stavo per dire
English,Italian,but I'm not wasting my time,ma non ho intenzione di perdere tempo
Dutch,English,Maar uiteindelijk,But eventually
English,Italian,I don't have any meetings for the rest of the day,Non ho riunioni per il resto della giornata.
Dutch,English,Ik verheug me erop.,I am looking forward to it.
English,Italian,they are looking for something else,stanno cercando qualcos'altro
English,German,they are digging a hole,Sie graben ein Loch
Italian,English,Il congiuntivo trapassato,The past subjunctive
Italian,English,L'azione di perdere il treno è avvenuta nel passato,The action of missing the train occurred in the past.
Dutch,English,want je weet dat oordelen subjectief zijn,because you know that judgments are subjective
Dutch,English,Nadat het rapport is ingediend,After the report has been submitted
Dutch,English,het is ongelooflijk dat ze helemaal naar Rome zijn gelopen,It is incredible that they walked all the way to Rome
English,Italian,Now let's read the Italian text,Ora leggiamo il testo italiano
English,Italian,it occurred to me that I hadn't taken my medicine,Mi sono reso conto che non avevo preso la mia medicina
English,Italian,I realized that he is not here,Ho capito che lui non è qui
English,Italian,I want to go get a new coffee,Voglio andare a prendere un nuovo caffè
