English,Italian,explain this command,spiega questo comando
Italian,English,sia Python che Conda,both Python and Conda
Italian,English,Entrambi convivono tranquillamente nello stesso ambiente,Both coexist peacefully in the same environment
English,Italian,can I install both Jupyter Notbook and JupyterLab,posso installare sia Jupyter Notebook che JupyterLab?
French,English,"tu peux utiliser soit la commande directement, soit le launcher",you can use either the command directly or the launcher
Italian,English,Vuoi sapere quale conviene usare in un contesto specifico,Do you want to know which one is best to use in a specific context?
Italian,English,ognuna con il proprio spazio,each with its own space
English,Italian,it allows more people to use it,consente a più persone di utilizzarlo
Italian,English,Più flessibile e potente,More flexible and powerful
English,Italian,What is the difference between,Qual è la differenza tra
Italian,English,Fammi sapere se è questo il tuo caso,Let me know if this is your case
Italian,English,multiutente,multi-user
Italian,English,Dipendenze richieste,Required dependencies
Italian,English,in caso ti manchino,in case you miss them
Italian,English,più comodo per gestione ambienti scientifici,more convenient for managing scientific environments
Italian,English,E per avviare Jupyter,And to start Jupyter
Italian,English,Assicurati di avere Python e pip installati,Make sure you have Python and pip installed
Italian,English,Ecco i metodi principali per farlo:,Here are the main ways to do it:
English,Italian,Is it possible to install Jupyter on Linux?,È possibile installare Jupyter su Linux?
English,Italian,I will now upload the file,Ora caricherò il file
English,Italian,I don't really care one way or the other,Non mi interessa davvero in un modo o nell'altro
English,Italian,these two pronunciations have two different meanings,queste due pronunce hanno due significati diversi
English,Italian,it was you who taught me how to do that,sei stato tu a insegnarmi come farlo
English,Italian,I want to have learned to speak fluent Italian in one year,Voglio imparare a parlare fluentemente italiano in un anno
Italian,English,da bambino,as a child
Italian,English,da sera,in the evening
Italian,English,Ma sebbene piova,But even though it rains
English,Italian,"Oh, I'm glad I checked","Oh, sono contento di aver controllato"
Italian,English,Se potessi scegliere,If I could choose
English,Italian,I want to make sure I'm pronouncing this right,Voglio essere sicuro di pronunciarlo correttamente
English,Italian,one moment please,un attimo per favore
English,Italian,this is a tricky word,questa è una parola complicata
Italian,English,fino alla fine,until the end
English,Italian,minus three,meno tre
English,Italian,I need to know how to pronounce this acronym,Ho bisogno di sapere come si pronuncia questo acronimo
English,Italian,I need to know how to pronounce these letters,Ho bisogno di sapere come pronunciare queste lettere
English,Italian,"here, this is the right sentence here","ecco, questa è la frase giusta qui"
English,Italian,"one moment, that was the wrong sentence","un attimo, quella era la frase sbagliata"
Italian,English,Ho attraversato,I crossed
English,Italian,"you don't pronounce it like this, but like this","non si pronuncia così, ma così"
English,Italian,I want to look up what kind of word that is,Voglio cercare che tipo di parola è quella
Italian,English,stare al sole,stay in the sun
Italian,English,Poiché sei della Sardegna,Since you are from Sardinia
Italian,English,aggiungo,I add
Italian,English,cespuglio,bush
English,Italian,"one moment, I have to look up what kind of word ""avesse"" is.","un attimo, devo cercare che tipo di parola è ""avesse""."
English,Italian,So let's get started again,Quindi ricominciamo
English,Italian,"I need to look up the first word here, to see how to pronounce it","Devo cercare la prima parola qui, per vedere come si pronuncia"
